summary,category,found_at,confidence,article_sentence,human_approved,planning,amount,amount_normalized,assets,assets_tags,award,contact,division,effective_date,event,financing_type,financing_type_normalized,financing_type_tags,headcount,job_title,job_title_tags,location,location_data,product,product_data,product_tags,recognition,vulnerability,id,company_id,source_id,year_month
"amazon.com, inc. launched kids pro versions of tablets on mar 27th '21.",launches,27/04/21 7:00,0.9376,"amazon also recently introduced new kids pro versions of its tablets with a slimmer case, the same 2-year worry-free guarantee, and kids+ subscription, but a more grown-up looking user interface and a few extra bells and whistles including access to a curated app store experience.",FALSE,FALSE,none,,none,[],none,none,none,27/03/21 0:00,none,none,none,[],,none,[],none,[],kids pro versions of tablets,"{""full_text"": ""kids pro versions of tablets"", ""fuzzy_match"": true, ""name"": null, ""release_type"": ""versions"", ""release_version"": null}","[""mobile""]",none,none,4d249181-9692-4b60-9aae-9d768ceb853c,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,8e38e189-7fbd-4735-aab2-1d708c55db05,2021-04
"hmma, llc partnered with amazon.com, inc. on oct 26th '18.",partners_with,26/11/18 17:40,0.6598,"under his leadership, hyundai also recently collaborated with amazon to create a new digital showroom on amazon.com that offers car buyers the ability to compare pricing and reviews, book test drives, check dealer inventories and access the full suite of shopper assurance conveniences directly through amazon vehicles.",FALSE,FALSE,none,,none,[],none,none,none,26/10/18 0:00,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d370e7a-85ea-4cf9-b01a-25f4ca63732f,24203fee-0e03-575a-8eee-a4feb8c5f227,36e76f4f-a54f-458b-9d4f-56c2bb9f9ff0,2018-11
"amazon.com, inc. expands facilities to doncaster, united kingdom.",expands_facilities,31/07/17 2:28,0.7347,"amazon has announced that it will be opening a new 250,000 sq ft fulfilment centre in doncaster.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],"doncaster, united kingdom","[{""city"": ""doncaster"", ""continent"": null, ""country"": ""united kingdom"", ""fuzzy_match"": false, ""region"": null, ""state"": null, ""zip_code"": null}]",none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d378c1f-8878-43b8-9ac7-df8c8cd6754e,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,02c5fbfd-1cc8-429b-ab25-7e3c3fa8353f,2017-07
"fiserv integrates with amazon.com, inc..",integrates_with,15/12/20 13:52,0.7954,we have already heard of fiserv (nasdaq: fisv ) integrating with amazon (nasdaq: amzn ) alexa to pay at exxon mobil (nyse: xom ) gas stations.,FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d3e4aaa-0eb7-4a1b-a734-cad273fbf969,e854956c-251d-56dd-9b55-8e6d5df680d5,7d3313ec-b50f-4037-b02e-e9fc8e14bec4,2020-12
"marvee llc integrates with amazon.com, inc..",integrates_with,28/02/18 6:00,0.866,"askmarvee, for instance, integrates with amazon echo via an online portal to allow seniors to immediately connect with family members for a quick check-in or if something more serious is going on.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d3f9f87-48df-4e8f-a344-e9cd9f43ffdc,960c1161-2d70-553b-b77d-154d3eb45de5,481a4591-81d5-4a50-a8f1-0ed29560081f,2018-02
"amazon.com, inc. launches alexa element.",launches,22/06/22 22:00,0.7161,"amazon isn’t saying when the ability could be launched as an alexa element, or what kinds of safeguards could possibly accompany a rollout.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],alexa element,"{""full_text"": ""alexa element"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d4066c6-b33c-4fe8-a2d2-ec1eb7b2f441,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,a502ed01-5826-4d94-9765-cb0f29705f72,2022-06
"amazon.com, inc. launched upload season 2 on dec 16th '20.",launches,14/10/20 0:34,0.1499,"amazon prime has confirmed ""upload season 2"".",FALSE,FALSE,none,,none,[],none,none,none,16/12/20 0:00,none,none,none,[],,none,[],"crowley, texas, united states","[{""city"": ""crowley"", ""continent"": null, ""country"": ""united states"", ""fuzzy_match"": false, ""region"": null, ""state"": ""texas"", ""zip_code"": null}]",upload season 2,"{""full_text"": ""upload season 2"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d427b8d-1600-4d99-aaac-03b704fbbc27,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,34260698-07d9-48fd-9f09-f028e7ed8ecf,2020-10
"amazon.com, inc. launched great republic day sales on nov 10th '21.",launches,20/01/21 11:52,0.2941,"amazon has announced 'great republic day sales', offering a host of exciting deals on small, as well as large appliances, tvs, furniture, home appliances, sports, auto products, toys and more.",FALSE,FALSE,none,,none,[],none,none,none,10/11/21 0:00,none,none,none,[],,none,"[""sales""]",none,[],great republic day sales,"{""full_text"": ""great republic day sales"", ""fuzzy_match"": false, ""name"": ""great republic day sales"", ""release_type"": null, ""release_version"": null}",[],none,none,4d437a44-a135-4326-9823-8a4241c10b68,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,9702140d-7fa3-4cea-8990-edda7b558b60,2021-01
"amazon.com, inc. invested into assets: land in the amount of $15.3m in scioto darby road on jan 1st '21.",invests_into_assets,20/05/22 9:33,0.7633,"amazon purchased the land on scioto darby road for $15.29 million in january 2021, according to franklin county records.",FALSE,FALSE,$15.29 million,15290000,land,[],none,none,none,01/01/21 0:00,none,none,none,[],,none,[],scioto darby road,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d4cb083-7f2f-43c3-acc2-b2548b6a44a5,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,98bd418a-e91e-4a40-b51f-562fc0e4098d,2022-05
"amazon.com, inc. launches business bid adjustments.",launches,20/02/25 5:51,0.727,"amazon has also rolled out
business bid adjustments
, enabling wholesale sellers to boost bids to the tune of 900% and, according to amazon, reach
2x to 3x higher
return on ad spend (roas).",TRUE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],business bid adjustments,"{""full_text"": ""business bid adjustments"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d508f62-aa62-4f16-9258-365bd3235adf,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,d02684ba-8d0c-4d08-822c-fefb75fa2d05,2025-02
"amazon.com, inc. attends event international women's day conference and expo 2025.",attends_event,10/01/25 0:00,1,amazon announced as headline sponsor for the international women's day conference and expo 2025.,TRUE,FALSE,none,,none,[],none,none,none,,international women's day conference and expo 2025,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d54d6c6-84ac-4992-a8a6-7c736605ee1d,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,0f30c713-de9a-44dc-8d53-b1e7913ce2b2,2025-01
"amazon.com, inc. invested into assets: 350 acres near the sherco coal-fired power plant on may 23rd '24.",invests_into_assets,23/05/25 17:41,1,"last year, amazon purchased about 350 acres near the sherco coal-fired power plant for the proposed data center.",TRUE,FALSE,none,,350 acres near the sherco coal-fired power plant,"[""energy"", ""production""]",none,none,none,23/05/24 0:00,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d557f12-7219-4d40-926d-c051da6326e9,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,0094c160-83dd-4b36-a62a-462519b33212,2025-05
"amazon.com, inc. launches second-generation kindle scribe, as well as updated versions of the kindle paperwhite and the entry-level kindle.",launches,16/10/24 16:04,0.9811,"alongside the kindle colorsoft, amazon has also unveiled the second-generation kindle scribe (2024), as well as updated versions of the kindle paperwhite (2024) and the entry-level kindle.",TRUE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],"second-generation kindle scribe, as well as updated versions of the kindle paperwhite and the entry-level kindle","{""full_text"": ""second-generation kindle scribe, as well as updated versions of the kindle paperwhite and the entry-level kindle"", ""fuzzy_match"": true, ""name"": null, ""release_type"": ""generation"", ""release_version"": null}",[],none,none,4d564c13-94f5-46c9-90fa-fe7e75b2674d,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,27a8b902-f9c8-4c2f-acd5-f7c1db87b7a9,2024-10
"amazon.com, inc. launched project zero on jan 31st '17.",launches,30/01/18 23:00,0.9389,"last year, amazon launched a program called project zero that uses machine learning and other automated tools to help brands take down counterfeit goods on amazon’s marketplace.",FALSE,FALSE,none,,none,[],none,none,none,31/01/17 0:00,none,none,none,[],,none,[],none,[],project zero,"{""full_text"": ""project zero"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d57eb9c-ce60-4c65-8902-15a3814895e6,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,85892516-e7b2-42e9-a02f-ae60686702e8,2018-01
"amazon.com, inc. is developing alexa privacy hub.",is_developing,29/05/19 22:00,0.8925,amazon is working on a new alexa privacy hub which will make it easier for people to delete voice recordings on alexa-enabled devices.,FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],alexa privacy hub,"{""full_text"": ""alexa privacy hub"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d58428f-891c-4407-87cc-16fe117abb3b,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,41c8f40b-98a2-4786-bc01-1a2fbbf2cb80,2019-05
"futureuniverse identified as competitor of amazon.com, inc..",identified_as_competitor_of,27/04/18 2:16,0.4123,"alnoor peermohamed | ettech | updated: april 09, 2019, 10:16 ist future group ’s data science and technology division, tathastu, has hired over a dozen former entrepreneurs and top executives from large online-first firms, in a bid to compete better with new age rivals such as amazon and flipkart.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d61d3c9-8d0e-4857-a292-80a10527fc9d,c1f984e5-d715-5636-9c69-9927fa4b7b93,0871a50f-97b4-4c24-8e06-8bef73be92f8,2018-04
"amazon.com, inc. launches coleman outdoor.",launches,22/06/23 14:42,0.7434,amazon has now launched a new coleman outdoor and camping gear sale to update your setup this summer and beyond.,FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],coleman outdoor,"{""full_text"": ""coleman outdoor"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d643427-9358-48a1-8e1b-b81385f069ca,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,7618bf3c-4cda-4735-8d28-90cdb27f63ec,2023-06
"amazon.com, inc. launched whole foods deals on jun 1st '18.",launches,27/08/18 18:00,0.6798,"and in june, amazon introduced whole foods deals exclusively for prime members that included 25% off bulk purchases of nuts and dried fruit, as well as discounts on wild-caught salmon, organic cherries and hundreds of other products.",FALSE,FALSE,none,,none,[],none,none,none,01/06/18 0:00,none,none,none,[],,none,[],none,[],whole foods deals,"{""full_text"": ""whole foods deals"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d6788a7-6328-4ff7-a00a-befb6fb41ee2,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,aee210a1-46f6-485e-8adc-95d2648015d2,2018-08
"amazon.com, inc. launches smart home integrations when i purchased the echo.",launches,16/04/22 5:00,0.9942,"it didn’t do a ton back then, but amazon had just added smart home integrations when i purchased the echo.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,"[""engineering""]",none,[],smart home integrations when i purchased the echo,"{""full_text"": ""smart home integrations when i purchased the echo"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d68e196-bfbe-485e-84fc-43e7b50e8cb7,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,951b39c4-dc14-4b5d-947c-9dd920029f1e,2022-04
"amazon.com, inc. launches machine learning services and a deep learning-enabled wireless video camera.",launches,29/11/17 23:00,1,amazon web services announced five new machine learning services and a deep learning-enabled wireless video camera for developers at its re:invent summit.,FALSE,FALSE,none,,none,"[""it""]",none,none,none,,none,none,none,[],,none,"[""general_technology"", ""support""]",none,[],machine learning services and a deep learning-enabled wireless video camera,"{""full_text"": ""machine learning services and a deep learning-enabled wireless video camera"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}","[""video"", ""general_technology""]",none,none,4d699096-fd14-4eba-85e6-902c0dc32942,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,4d728a9f-147e-4671-94f3-9579f6eabba1,2017-11
"amazon.com, inc. increased headcount by 5000 on jul 29th '13.",increases_headcount_by,28/07/13 22:00,0.644,"online retailer amazon said today that it will create 5,000 new full-time jobs across the united states.",FALSE,FALSE,none,,none,[],none,none,none,29/07/13 0:00,none,none,none,[],5000,none,[],united states,"[{""city"": null, ""continent"": null, ""country"": ""united states"", ""fuzzy_match"": false, ""region"": null, ""state"": null, ""zip_code"": null}]",none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d6aa413-a1ea-4b41-b227-24e2f95bf3ba,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,d62e7381-5bc3-4f1f-a5e3-56ebdf21c5e6,2013-07
"amazon.com, inc. partnered with nwcenter on jan 1st '15.",partners_with,02/04/19 16:18,0.6099,"since 2015, amazon has partnered with northwest center in order to diversify their workspaces and promote inclusion.",FALSE,FALSE,none,,none,[],none,none,none,01/01/15 0:00,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d6c18e5-7fcc-4c87-b261-f9985bc90052,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,8e11b253-d9bb-4f5e-84d9-6510d8e4f72e,2019-04
"amazon.com, inc. is developing limited series for prime streaming service on apr 2nd '17.",is_developing,28/03/17 11:26,0.9549,amazon announced on monday that it had signed on to develop the limited series for its prime streaming service.,TRUE,FALSE,none,,none,[],none,none,none,02/04/17 0:00,none,none,none,"[""equity""]",,none,[],none,[],limited series for prime streaming service,"{""full_text"": ""limited series for prime streaming service"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d6c678b-46b2-43bd-8f08-338f9e7c4c2b,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,da444ead-fe6b-4804-bc26-1b1c324b6b6b,2017-03
"amazon.com, inc. launched amazon ec2 i4i instances on may 25th '22.",launches,27/04/22 12:18,1,amazon web services (aws) announces the general availability of amazon ec2 i4i instances.,FALSE,FALSE,none,,none,[],none,none,none,25/05/22 0:00,none,none,none,[],,none,[],none,[],amazon ec2 i4i instances,"{""full_text"": ""amazon ec2 i4i instances"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d707d4a-b808-4e72-b2e6-de7f699707f0,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,0516dd5e-bfee-4f18-99d7-6d57113e9da6,2022-04
"amazon.com, inc. partners with pilnet hong kong limited.",partners_with,07/04/22 20:00,0.6479,"the amazon legal team has partnered with global law firm dla piper and pilnet, an international pro bono clearinghouse, to develop comprehensive guidebooks about resettling in 18 european countries.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d70cf53-8a1b-4c11-8bf8-6516a88a74a3,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,00e912e4-f451-4a63-b981-a586c8bc7ccf,2022-04
"thieves, llc partners with amazon.com, inc..",partners_with,13/08/20 9:00,0.6979,pair of thieves has launched an exclusive capsule collection in collaboration with amazon.,FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d7ed45c-6f25-4c0a-9713-947dc72dccee,8efa11c3-1a76-5754-bdbb-3090e2377c54,f6584825-ff39-4867-aa2d-a50ffcfe86a6,2020-08
"amazon.com, inc. launches platform for developers to build ar.",launches,04/04/17 23:55,0.9984,"aws has launched a platform for developers to build ar, vr and 3d apps at speed.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],platform for developers to build ar,"{""full_text"": ""platform for developers to build ar"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}","[""mobile"", ""online_technology""]",none,none,4d80ba39-8380-4ea6-8a7f-a114eac6c66f,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,b4c97343-1a8f-4cfc-9cdd-37199dec50c3,2017-04
"amazon.com, inc. launches feature-regulatory compliance.",launches,31/10/24 0:00,0.9696,"to assist sellers in more easily meeting the compliance requirements of the general product safety regulation (gpsr), amazon has introduced a new feature-regulatory compliance.",TRUE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,"[""finance""]",none,[],feature-regulatory compliance,"{""full_text"": ""feature-regulatory compliance"", ""fuzzy_match"": true, ""name"": null, ""release_type"": ""feature"", ""release_version"": null}",[],none,none,4d81ca8c-1783-4a2a-bbcd-a5cb066d31b5,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,6cc62c08-e561-4a68-85fd-5dd9a26f71f5,2024-10
"amazon.com, inc. had issues with human rights violations on may 1st '21.",has_issues_with,23/03/21 12:32,0.6248,"in particular, they highlighted some of amazon’s recent alleged human rights violations in the united states as a crucial factor for criticizing ubc’s decision to partner with it.",FALSE,FALSE,none,,none,[],none,none,none,01/05/21 0:00,none,none,none,[],,none,[],united states,"[{""city"": null, ""continent"": null, ""country"": ""united states"", ""fuzzy_match"": false, ""region"": null, ""state"": null, ""zip_code"": null}]",none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,human rights violations,4d833306-d694-4035-8eb3-e47083e59a35,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,4c4af7da-6471-4f1f-be3c-ce933cfef3f0,2021-03
"amazon.com, inc. opened new location in fresno, california, united states on jan 1st '21.",opens_new_location,01/03/21 7:37,0.4678,an amazon sorting facility set to open in the beginning of the year at north pointe business park was only approved after it reached an agreement with community organizations to upgrade streets and outfit homes to better withstand sound and pollution impacts from trucks.,FALSE,FALSE,none,,none,[],none,none,none,01/01/21 0:00,none,none,none,[],,none,[],"fresno, california, united states","[{""city"": ""fresno"", ""continent"": null, ""country"": ""united states"", ""fuzzy_match"": false, ""region"": null, ""state"": ""california"", ""zip_code"": null}]",none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d87b9f6-d850-45ef-9376-b706cfb37580,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,0d48b768-60de-4bcf-9f7a-408c70765ce8,2021-03
"amazon.com, inc. increased headcount by 5000 on may 24th '22.",increases_headcount_by,14/09/21 12:00,0.6407,"amazon is set to hire nearly 5,000 more employees in denver as part of a national push that will create 125,000 jobs for the global technology giant.",FALSE,FALSE,none,,none,[],none,none,none,24/05/22 0:00,none,none,none,[],5000,none,[],"denver, colorado, united states","[{""city"": ""denver"", ""continent"": null, ""country"": ""united states"", ""fuzzy_match"": false, ""region"": null, ""state"": ""colorado"", ""zip_code"": null}]",none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d8b0245-47fc-4de5-bd93-47aaeeabfc8a,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,4d7f158d-57f6-4b03-aa72-85c104086992,2021-09
"generation, inc partnered with amazon.com, inc. on mar 17th '22.",partners_with,16/03/22 22:00,0.4649,generation india today announced a collaboration with amazon internet services private limited (aispl) to provide free cloud computing skills development and job training through the aws re/start program across 10+ cities in india.,FALSE,FALSE,none,,none,[],none,none,none,17/03/22 0:00,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d8ea197-62a0-4828-8ef3-bb21e7f9dba8,ea6d1cfd-0861-5ed2-b4db-e1b24a575f8f,71563290-dcab-4ec6-bc0a-481e92717746,2022-03
"amazon.com, inc. launched star treatment on oct 7th '24.",launches,07/10/24 15:35,0.3847,"today, amazon ads announces a new campaign, entitled ""star treatment,"" that ensures all businesses get treated like premium content.",TRUE,FALSE,none,,none,[],none,none,none,07/10/24 0:00,none,none,none,[],,none,[],none,[],star treatment,"{""full_text"": ""campaign, entitled star treatment"", ""fuzzy_match"": false, ""name"": ""star treatment"", ""release_type"": null, ""release_version"": null}","[""medical""]",none,none,4d8f54ef-996d-4ac1-84e5-8aee0461027e,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,f4756758-6d4a-4282-9dff-9b4ebc2d846c,2024-10
"amazon.com, inc. is developing gotocloud on aug 21st '22.",is_developing,20/09/22 22:00,0.8185,"to further help researchers understand human biology, amazon web services (aws) and kek recently announced a collaboration to develop gotocloud, a kek-led cloud platform that makes protein analysis faster and more cost-effective, boosting kek’s research efforts and improving our understanding of disease.",FALSE,FALSE,none,,none,[],none,none,none,21/08/22 0:00,none,none,none,[],,none,[],none,[],gotocloud,"{""full_text"": ""gotocloud, a kek-led cloud platform"", ""fuzzy_match"": true, ""name"": ""gotocloud"", ""release_type"": null, ""release_version"": null}",[],none,none,4d933b49-dfd2-4d3b-ae3c-7a2c6062cd31,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,9e9264cb-192a-44c1-ad57-c69f09dfa065,2022-09
"amazon.com, inc. launched eero mesh routers, the eero 6 and eero pro 6 on sep 28th '20.",launches,24/09/20 1:50,0.7784,"early last week, amazon announced the release of two brand-new eero mesh routers, the eero 6 and eero pro 6.",FALSE,FALSE,none,,none,[],none,none,none,28/09/20 0:00,none,none,none,[],,none,[],none,[],"eero mesh routers, the eero 6 and eero pro 6","{""full_text"": ""eero mesh routers, the eero 6 and eero pro 6"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4d93b970-b82c-4c0b-9eed-fc529eade9a2,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,6b561f67-ecd8-43cb-841d-b01b3fc638cb,2020-09
"amazon.com, inc. launches catch up with highlights.",launches,28/07/23 22:00,0.1343,"fox sports, in collaboration with amazon web services (aws), has introduced a groundbreaking ai-powered feature called ""catch up with highlights"" that promises to revolutionize the way fans enjoy the world cup and other sporting events.",FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],catch up with highlights,"{""full_text"": ""ai-powered feature called catch up with highlights"", ""fuzzy_match"": false, ""name"": ""catch up with highlights"", ""release_type"": ""feature"", ""release_version"": null}",[],none,none,4da16a30-0ec3-4056-ab03-cfa5b6fb3713,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,8b38c412-0165-47d6-b6c2-62a35037353a,2023-07
navy federal recognized as top prize in the ‘enterprise adoption’ category.,recognized_as,27/05/20 8:34,0.5002,navy federal’s took the top prize in the ‘enterprise adoption’ category and said it’s used verint’s workforce engagement solutions for the past seven years.,FALSE,FALSE,none,,none,[],none,none,none,,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],top prize in the ‘enterprise adoption’ category,none,4da44931-0272-4168-87f8-6939ae7ea20a,c9ba9bfd-c9eb-5f89-8e45-66d47f8743fb,8508ef2d-a084-4d39-bcfe-075813fe1ab1,2020-05
"amazon.com, inc. promotes ruth diaz to head of amazon fashion europe.",promotes,16/10/20 9:29,0.8018,amazon has promoted ruth diaz to the role of head of amazon fashion europe.,FALSE,FALSE,none,,none,[],none,ruth diaz,none,,none,none,none,[],,head of amazon fashion europe,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}","[""fashion""]",none,none,4da6458e-b78e-49e2-860b-c1704cb9057a,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,30fbd43c-1fbd-4074-93fd-4124eab147a3,2020-10
"amazon.com, inc. launched echo show touchscreen speaker with alexa on sep 11th '16.",launches,12/05/17 7:55,0.7347,amazon released its echo show touchscreen speaker with alexa on board.,FALSE,FALSE,none,,none,[],none,none,none,11/09/16 0:00,none,none,none,[],,none,"[""general_technology""]",none,[],echo show touchscreen speaker with alexa,"{""full_text"": ""echo show touchscreen speaker with alexa"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}","[""general_technology""]",none,none,4dace69d-656f-44e8-912c-80564d27a95d,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,ae04f9ed-201e-4cf4-bda6-1de1650870e4,2017-05
"amazon.com, inc. had issues with breach of the french data protection act on jul 17th '21.",has_issues_with,11/12/20 7:00,0.5016,it found when users visited the sites google and amazon planted cookies on their computer without collecting consent – a breach of the french data protection act.,FALSE,FALSE,none,,none,[],none,none,none,17/07/21 0:00,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,breach of the french data protection act,4dae174e-f29c-42fb-b3e3-627e0bf32dd2,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,732664a4-caf7-417a-859d-8bd3811c9102,2020-12
"amazon.com, inc. launched original equipment manufacturer store on feb 24th '23.",launches,24/02/23 21:13,1,"earlier this week, amazon launched its new original equipment manufacturer store (or oem), allowing home mechanics, car enthusiasts, or those who just need a replacement part quickly and affordably to have greater access to the auto products they need.",FALSE,FALSE,none,,none,"[""retail""]",none,none,none,24/02/23 0:00,none,none,none,[],,none,[],none,[],original equipment manufacturer store,"{""full_text"": ""original equipment manufacturer store"", ""fuzzy_match"": true, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4db8df2f-eb11-4d52-ae6f-78e2eea04582,c9b92ffd-a2ed-5787-8b06-f4bf8d291e57,478a539e-4d8d-4533-bbbf-42c5bdf940d9,2023-02
"storefeeder ltd integrated with amazon.com, inc. on aug 3rd '23.",integrates_with,23/11/22 22:00,0.8561,"with many more features to be discussed, storefeeder ltd’ll provide all the information you need to know to get started, as well as listing the benefits of integrating your wordpress website with amazon.",FALSE,FALSE,none,,none,[],none,none,none,03/08/23 0:00,none,none,none,[],,none,[],none,[],none,"{""full_text"": null, ""fuzzy_match"": null, ""name"": null, ""release_type"": null, ""release_version"": null}",[],none,none,4dba9b18-f359-4264-9103-f6b812392624,ffcaa135-40a0-50d2-be06-36f6fb4fe98a,02f8f0a1-4093-4599-ab76-f4823a86dfe6,2022-11
